0	0.033
0.00433333	0.033
0.00845	0.033
0.0125667	0.033
0.0164667	0.033
0.0205833	0.033
0.0247	0.033
0.0288167	0.033
0.0329333	0.033
0.03705	0.033
0.04095	0.033
0.0450667	0.033
0.0494	0.033
0.0533	0.033
0.0574167	0.033
0.0615333	0.033
0.06565	0.033
0.0697667	0.033
0.0738833	0.033
0.0777833	0.033
0.0819	0.033
0.0860167	0.033
0.0901333	0.033
0.09425	0.033
0.0983667	0.033
0.102267	0.033
0.106383	0.033
0.1105	0.033
0.114617	0.033
0.118733	0.033
0.12285	0.033
0.126967	0.033
0.130867	0.033
0.1352	0.033
0.139317	0.033
0.143217	0.033
0.147333	0.033
0.15145	0.033
0.155567	0.033
0.159683	0.033
0.1638	0.033
0.1677	0.033
0.171817	0.033
0.175933	0.033
0.18005	0.033
0.184167	0.033
0.188283	0.033
0.192183	0.033
0.1963	0.033
0.200417	0.033
0.204533	0.033
0.20865	0.033
0.212767	0.033
0.216667	0.033
0.220783	0.033
0.2249	0.034
0.229017	0.034
0.23335	0.034
0.237683	0.034
0.242017	0.034
0.246133	0.034
0.250467	0.034
0.254583	0.034
0.2587	0.034
0.262817	0.034
0.266933	0.034
0.27105	0.034
0.275167	0.034
0.279283	0.034
0.283183	0.034
0.2873	0.034
0.291417	0.034
0.295533	0.034
0.29965	0.034
0.303767	0.034
0.307667	0.034
0.311783	0.034
0.3159	0.034
0.320017	0.034
0.324133	0.034
0.32825	0.034
0.332367	0.034
0.336267	0.035
0.340383	0.035
